,Unnamed: 0,5_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Tree Tag_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,5_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Tree Tag_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO,Unnamed: 0_angelo,Extraction Method_angelo,Unnamed: 0_conger,Extraction Method_conger
521,1135,8851.0,6261.0,A20201217 A476-1 1210,12/17/20,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611,-33.6,778,-5.77,,,,,,,,,,,2020-12-17 12:10:00,8863.0,6273.0,C20201217 C476-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611,-30.5,778,-5.68,,,,,,,,,,,2020-12-17 12:00:00,0 days 00:05:00,2020-12-17 12:15:00,-32.05,-5.725,22185.96139999673,265.0,265.6,2021.0,2021.0,82.00000000000364,-29.447628012047694,-5.6292432228915095,,,,
522,1089,8747.0,6157.0,A20201223 A477-1 1400,12/23/20,14:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-30.9,770,-5.91,,,,,,,,,,,2020-12-23 14:00:00,8746.0,6156.0,C20201223 1400,14:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-28.4,770,-5.51,,,,,,,,,,,2020-12-23 14:00:00,0 days 00:00:00,2020-12-23 14:00:00,-29.65,-5.71,22191.36139999673,270.40000000000003,271.0,2021.0,2021.0,5.400000000001455,-29.45166051660468,-5.63085239852393,,,,
523,1095,8753.0,6163.0,A20201226 A478-1 1200,12/26/20,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-48.8,770,-7.45,,,,,,,,,,,2020-12-26 12:00:00,8751.0,6161.0,C20201226 C478-1 1210,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-40.1,770,-6.76,,,,,,,,,,,2020-12-26 12:10:00,-1 days +23:55:00,2020-12-26 11:55:00,-44.45,-7.105,22247.96139999673,327.0,327.6,2021.0,2021.0,56.59999999999855,-32.04294871794783,-5.885543345543253,,,,
524,1099,8755.0,6165.0,A20201231 A479-1 1150,12/31/20,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-21.2,770,-4.53,,,,,,,,,,,2020-12-31 11:50:00,8757.0,6167.0,C20201231 C479-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-16.0,770,-3.94,,,,,,,,,,,2020-12-31 12:00:00,-1 days +23:55:00,2020-12-31 11:45:00,-18.6,-4.235,22268.76139999673,347.8,348.40000000000003,2021.0,2021.0,20.799999999999272,-31.240384615383928,-5.787003444316809,,,,
525,1103,8761.0,6171.0,A20210102 A479-1 1150,1/2/21,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-35.5,770,-5.85,,,,,,,,,,,2021-01-02 11:50:00,8759.0,6169.0,C20210102 C479-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-32.0,770,-5.23,,,,,,,,,,,2021-01-02 12:00:00,-1 days +23:55:00,2021-01-02 11:45:00,-33.75,-5.54,22279.761399996733,358.8,359.40000000000003,2021.0,2021.0,11.000000000003638,-31.317195325541917,-5.779443516972664,,,,
526,1107,8763.0,6173.0,A20210104 A480-1 1105,1/4/21,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-31.3,770,-4.79,,,,,,,,,,,2021-01-04 11:05:00,8765.0,6175.0,C20210104 C480-1 1055,10:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-26.8,770,-4.74,,,,,,,,,,,2021-01-04 10:55:00,0 days 00:05:00,2021-01-04 11:10:00,-29.05,-4.765000000000001,22331.761399996743,410.8,411.4,2021.0,2021.0,52.000000000010914,-31.030627126883225,-5.651220223626575,,,,
527,1141,8853.0,6263.0,A20210105 A481-1 1105,1/5/21,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611,-28.2,778,-5.93,,,,,,,,,,,2021-01-05 11:05:00,8767.0,6177.0,C20210105 C481-1 1155,10:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,603,-28.3,770,-4.75,,,,,,,,,,,2021-01-05 10:55:00,0 days 00:05:00,2021-01-05 11:10:00,-28.25,-5.34,22342.361399996746,421.4,422.0,2021.0,2021.0,10.599999999998545,-30.960781990520776,-5.643402843601834,,,,
528,1119,8839.0,6249.0,A20210106 A482-1 1435,1/6/21,14:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611,-64.0,778,-9.55,,,,,,,,,,,2021-01-06 14:35:00,8841.0,6251.0,C20210106 C482-1 1445,14:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611,-57.9,778,-8.83,,,,,,,,,,,2021-01-06 14:45:00,-1 days +23:55:00,2021-01-06 14:30:00,-60.95,-9.19,22370.561399996743,449.6,450.2,2021.0,2021.0,28.200000000000728,-32.839271434917066,-5.865557529986588,,,,
529,1123,8843.0,6253.0,A20210108 A453-1 0905,1/8/21,9:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611,-68.9,778,-10.32,,,,,,,,,,,2021-01-08 09:05:00,8833.0,6243.0,C20210108 C483-1 0910,9:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611,-61.8,778,-9.58,,,,,,,,,,,2021-01-08 09:10:00,-1 days +23:57:30,2021-01-08 09:02:30,-65.35,-9.95,22397.36139999674,476.4,477.0,2021.0,2021.0,26.799999999995634,-34.66587002096312,-6.095039832284968,,,,
530,1199,8914.0,6324.0,A20210110 A484-1 1430,1/10/21,14:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-21.5,779,-4.76,,,,,,,,,,,2021-01-10 14:30:00,8922.0,6332.0,C20210110 C484-1 1440,14:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-24.8,779,-5.49,,,,,,,,,,,2021-01-10 14:40:00,-1 days +23:55:00,2021-01-10 14:25:00,-23.15,-5.125,22404.761399996743,483.8,484.4,2021.0,2021.0,7.400000000005093,-34.48994632534964,-6.080220891824785,,,,
531,1181,8890.0,6300.0,A20210113 A485-1 1350,1/13/21,13:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-18.5,779,-4.19,,,,,,,,,,,2021-01-13 13:50:00,8920.0,6330.0,C20210113 C485-1 1350,13:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-16.1,779,-4.32,,,,,,,,,,,2021-01-13 13:50:00,0 days 00:00:00,2021-01-13 13:50:00,-17.3,-4.255000000000001,22491.96139999674,571.0,571.6,2021.0,2021.0,87.19999999999709,-31.86754723582852,-5.801775717284726,,,,
532,1147,8855.0,6265.0,A20210122 A486-1 1210,1/22/21,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611,-29.3,778,-5.19,,,,,,,,,,,2021-01-22 12:10:00,8835.0,6245.0,C20210122 C486-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,611,-20.7,778,-4.17,,,,,,,,,,,2021-01-22 12:00:00,0 days 00:05:00,2021-01-22 12:15:00,-25.0,-4.68,22500.161399996745,579.2,579.8000000000001,2021.0,2021.0,8.200000000004366,-31.77042083476985,-5.785910658847784,,,,
533,1300,9078.0,6488.0,A20210125 A487-1 0930,1/25/21,9:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-87.2,785,-11.34,,,,,,,,,,,2021-01-25 09:30:00,9080.0,6490.0,C20210125 C487-1 0940,9:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-60.7,785,-10.23,,,,,,,,,,,2021-01-25 09:40:00,-1 days +23:55:00,2021-01-25 09:25:00,-73.95,-10.785,22509.161399996745,588.2,588.8000000000001,2021.0,2021.0,9.0,-32.415149456520915,-5.862323369565115,,,,
534,1292,9072.0,6482.0,A20210127 A488-1 0805 SNOW,1/27/21,8:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-100.4,785,-14.25,,,,,,,,,,,2021-01-27 08:05:00,9082.0,6492.0,C20210127 C488-1 0815 SNOW,8:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-77.9,785,-12.43,,,,,,,,,,,2021-01-27 08:15:00,-1 days +23:55:00,2021-01-27 08:00:00,-89.15,-13.34,22575.16139999675,654.2,654.8000000000001,2021.0,2021.0,66.00000000000364,-38.13368967623597,-6.616029321930228,,,,
535,1284,9068.0,6478.0,A20210128 A489-1 0920,1/28/21,9:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-70.2,785,-10.76,,,,,,,,,,,2021-01-28 09:20:00,9064.0,6474.0,C20210128 C489-1 0930,9:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-66.9,785,-10.66,,,,,,,,,,,2021-01-28 09:30:00,-1 days +23:55:00,2021-01-28 09:15:00,-68.55000000000001,-10.71,22594.761399996754,673.8000000000001,674.4,2021.0,2021.0,19.60000000000582,-39.01767497034314,-6.735011862396096,,,,
536,1304,9088.0,6498.0,A20210129 A490-1 1120,1/29/21,11:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-55.1,785,-10.33,,,,,,,,,,,2021-01-29 11:20:00,9086.0,6496.0,C20210129 C490-1 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-51.8,785,-10.13,,,,,,,,,,,2021-01-29 11:30:00,-1 days +23:55:00,2021-01-29 11:15:00,-53.45,-10.23,22602.761399996754,681.8000000000001,682.4,2021.0,2021.0,8.0,-39.1868698710425,-6.775984759671636,,,,
537,1296,9074.0,6484.0,A20210131 A491-1 1337,1/31/21,13:37,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-56.7,785,-7.48,,,,,,,,,,,2021-01-31 13:37:00,9084.0,6494.0,C20210131 C491-1 1327,13:27,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-36.4,785,-7.62,,,,,,,,,,,2021-01-31 13:27:00,0 days 00:05:00,2021-01-31 13:42:00,-46.55,-7.550000000000001,22620.56139999676,699.6,700.2,2021.0,2021.0,17.80000000000291,-39.3740502713502,-6.795661239645709,,,,
538,1280,9066.0,6476.0,A20210202 A492-1 0825,2/2/21,8:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-41.2,785,-6.9,,,,,,,,,,,2021-02-02 08:25:00,9076.0,6486.0,C20210202 C492-1 0835,8:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-43.4,785,-6.13,,,,,,,,,,,2021-02-02 08:35:00,-1 days +23:55:00,2021-02-02 08:20:00,-42.3,-6.515000000000001,22678.16139999676,757.2,757.8000000000001,2021.0,2021.0,57.59999999999855,-39.59645025072498,-6.774328318817534,,,,
539,1288,9070.0,6480.0,A20210203 A493-1 1450,2/3/21,14:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-29.1,785,-5.81,,,,,,,,,,,2021-02-03 14:50:00,9094.0,6504.0,C20210203 C493-1 1450,14:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-19.2,785,-5.95,,,,,,,,,,,2021-02-03 14:50:00,0 days 00:00:00,2021-02-03 14:50:00,-24.15,-5.88,22696.761399996765,775.8000000000001,776.4000000000001,2021.0,2021.0,18.60000000000946,-39.22640391550654,-6.752903142709841,,,,
540,1308,9096.0,6506.0,A20210212 A494-1 1400,2/12/21,14:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-84.9,785,-11.81,,,,,,,,,,,2021-02-12 14:00:00,8898.0,6308.0,C20210212 C494-1 1350,13:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-89.3,779,-12.41,,,,,,,,,,,2021-02-12 13:50:00,0 days 00:05:00,2021-02-12 14:05:00,-87.1,-12.11,22748.361399996767,827.4000000000001,828.0,2021.0,2021.0,51.60000000000218,-42.20983091787332,-7.086751207729351,,,,
541,1219,8934.0,6344.0,A20210213 A495-1 1300,2/13/21,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-55.0,779,-8.81,,,,,,,,,,,2021-02-13 13:00:00,9092.0,6502.0,C20210213 C495-1 1310,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-48.3,785,-8.9,,,,,,,,,,,2021-02-13 13:10:00,-1 days +23:55:00,2021-02-13 12:55:00,-51.65,-8.855,22774.96139999677,854.0,854.6,2021.0,2021.0,26.600000000002183,-42.50366253217775,-7.141789141118537,,,,
542,1223,8936.0,6346.0,A20210215 A491-1 0815,2/15/21,8:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-30.3,779,-5.31,,,,,,,,,,,2021-02-15 08:15:00,9098.0,6508.0,C20210215 C496-1 0825,8:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-24.1,785,-5.33,,,,,,,,,,,2021-02-15 08:25:00,-1 days +23:55:00,2021-02-15 08:10:00,-27.200000000000003,-5.32,22802.761399996773,881.8000000000001,882.4000000000001,2021.0,2021.0,27.80000000000291,-42.0215208522202,-7.084393699002607,,,,
543,1312,9100.0,6510.0,A20210219 A497-1 1105 ,2/19/21,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-23.5,785,-5.32,,,,,,,,,,,2021-02-19 11:05:00,8900.0,6310.0,C20210219 C496-1 1115,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-25.1,779,-4.52,,,,,,,,,,,2021-02-19 11:15:00,-1 days +23:55:00,2021-02-19 11:00:00,-24.3,-4.92,22828.16139999677,907.2,907.8,2021.0,2021.0,25.40000000000145,-41.52567746199507,-7.02383454505387,,,,
544,1249,8985.0,6395.0,A20210220 A498-1 0910,2/20/21,9:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-52.0,780,-8.76,,,,,,,,,,,2021-02-20 09:10:00,8989.0,6399.0,C20210220 C497-1 0920,9:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-45.8,780,-7.86,,,,,,,,,,,2021-02-20 09:20:00,-1 days +23:55:00,2021-02-20 09:05:00,-48.9,-8.31,22852.76139999678,931.8,932.4,2021.0,2021.0,24.60000000000582,-41.72023809523719,-7.057768125268026,,,,
545,1491,,,,3/6/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-06 11:55:00,8943.0,6353.0,C20210306 C499-1 1155,11:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-76.2,780,-10.89,,,,,,,,,,,2021-03-06 11:55:00,0 days 00:00:00,2021-03-06 11:55:00,-76.2,-10.89,22891.56139999678,970.6,971.2,2021.0,2021.0,38.79999999999927,-43.09772446457886,-7.210867998352439,,,,
546,1267,9054.0,6464.0,A20210309 A500-1 0925,3/9/21,9:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-46.1,785,-7.98,,,,,,,,,,,2021-03-09 09:25:00,9053.0,6463.0,C20210315 C502-2 1235,12:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-60.6,785,-9.75,,,,,,,,,,,2021-03-09 12:35:00,-1 days +22:25:00,2021-03-09 07:50:00,-53.35,-8.865,22907.76139999678,986.8,987.4,2021.0,2021.0,16.200000000000728,-43.26593072716121,-7.23800688677323,,,,
547,1276,9062.0,6472.0,A20210310 A501-1 0905,3/10/21,9:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-70.5,785,-11.33,,,,,,,,,,,2021-03-10 09:05:00,9048.0,6458.0,C20210310 C501-1 0915,9:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-67.4,785,-10.29,,,,,,,,,,,2021-03-10 09:15:00,-1 days +23:55:00,2021-03-10 09:00:00,-68.95,-10.81,22922.361399996786,1001.4,1002.0,2021.0,2021.0,14.60000000000582,-43.64016966067773,-7.290053892215472,,,,
548,1265,9050.0,6460.0,A20210315 A502-1 1240,3/15/21,12:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-67.1,785,-10.29,,,,,,,,,,,2021-03-15 12:40:00,9052.0,6462.0,C20210315 C502-1 1235,12:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-61.0,785,-9.7,,,,,,,,,,,2021-03-15 12:35:00,0 days 00:02:30,2021-03-15 12:42:30,-64.05,-9.995,22945.36139999679,1024.4,1025.0,2021.0,2021.0,23.00000000000364,-44.09814634146255,-7.350750243902348,,,,
549,1270,9055.0,6465.0,A20210309 A500-2 0925,3/18/21,9:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-46.5,785,-8.6,,,,,,,,,,,2021-03-18 09:25:00,9060.0,6470.0,C20210318 C503-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IRMS,618,-51.2,785,-8.2,,,,,,,,,,,2021-03-18 12:00:00,-1 days +22:42:30,2021-03-18 08:07:30,-48.85,-8.399999999999999,22960.561399996783,1039.6,1040.2,2021.0,2021.0,15.19999999999709,-44.16758315708429,-7.366082484137571,,,,
550,1318,9526.0,6936.0,A20210319 A504-1 0710,3/19/21,7:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,627,-32.8,794,-6.03,,,,,,,,,,,2021-03-19 07:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-19 07:10:00,0 days 00:00:00,2021-03-19 07:10:00,-32.8,-6.03,22977.16139999679,1056.2,1056.8,2021.0,2021.0,16.600000000002183,-43.98902346706953,-7.345095571536621,,,,
551,1316,9454.0,6864.0,A20210425 A505-1 1115,4/25/21,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,627,-51.1,794,-7.68,,,,,,,,,,,2021-04-25 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-25 12:00:00,0 days 00:00:00,2021-04-25 12:00:00,-51.1,-7.68,23003.361399996797,1082.4,1083.0,2021.0,2021.0,26.20000000000437,-44.16105263157811,-7.35319759926122,,,,
552,1495,,,,6/13/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-13 10:10:00,9528.0,6938.0,C20210613 C506-1 1010,10:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,627,-21.7,794,-3.99,,,,,,,,,,,2021-06-13 10:10:00,0 days 00:00:00,2021-06-13 10:10:00,-21.7,-3.99,23011.3613999968,1090.4,1091.0,2021.0,2021.0,8.000000000003638,-43.99635197066822,-7.328536205316125,,,,
553,1320,9719.0,7129.0,A20210919 A507-1 0930,9/19/21,9:30,Rivendell,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,631,-30.5,798,-5.14,,,,,,,,,,,2021-09-19 09:30:00,9721.0,7131.0,C20210919 C507-1 0940,9:40,Rivendell,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,631,-29.9,798,-5.04,,,,,,,,,,,2021-09-19 09:40:00,-1 days +23:55:00,2021-09-19 09:25:00,-30.2,-5.09,23028.1613999968,1107.2,14.6,2021.0,2022.0,16.80000000000291,-43.78712764036741,-7.294588373352492,,,,
554,1332,9731.0,7141.0,A20210929 A508-1 1430,9/29/21,14:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634,-15.6,802,-3.15,,,,,,,,,,,2021-09-29 14:30:00,9757.0,7167.0,C20210929 C508-1 1440,14:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634,-15.8,802,-3.32,,,,,,,,,,,2021-09-29 14:40:00,-1 days +23:55:00,2021-09-29 14:25:00,-15.7,-3.235,23031.1613999968,1110.2,17.6,2021.0,2022.0,3.0,-43.71127115592278,-7.283624414836055,,,,
0,1402,,7161.0,A20211018 A509-1 0900,10/18/2021,9:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-56.6,802.0,-9.35,,,,,,,,,,,2021-10-18 09:00:00,,7145.0,C20211018 C509-1 0910,9:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-56.6,802.0,-9.39,,,,,,,,,,,2021-10-18 09:10:00,-1 days +23:55:00,2021-10-18 08:55:00,-56.6,-9.37,13239.501082603589,19.9123997092247,63.10879814624786,2022.0,2022.0,10.0,-56.6,-9.37,9751.0,,9735.0,
1,1398,,7159.0,A20211020 A510-1 1230,10/20/2021,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-38.1,802.0,-6.08,,,,,,,,,,,2021-10-20 12:30:00,,7165.0,C20211020 C510-1 1240,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-34.5,802.0,-6.11,,,,,,,,,,,2021-10-20 12:40:00,-1 days +23:55:00,2021-10-20 12:25:00,-36.3,-6.095000000000001,13269.325881187571,49.73719829320908,92.93359673023224,2022.0,2022.0,29.82479858398437,-41.39732647038764,-6.917351930567466,9749.0,,9755.0,
2,1382,,7139.0,A20211022 A511-1 0915,10/22/2021,9:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-33.6,802.0,-5.77,,,,,,,,,,,2021-10-22 09:15:00,,7149.0,C20211022 C511-1 0925,9:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-31.6,802.0,-5.5,,,,,,,,,,,2021-10-22 09:25:00,-1 days +23:55:00,2021-10-22 09:10:00,-32.6,-5.635,13364.646080915583,145.05739802122116,188.25379645824432,2022.0,2022.0,95.32019972801208,-35.192413771406606,-6.012886033419703,9729.0,,9739.0,
3,1406,,7163.0,A20211024 A512-1 1425,10/24/2021,14:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-28.0,802.0,-5.68,,,,,,,,,,,2021-10-24 14:25:00,,7147.0,C20211024 C512-1 1415,14:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-31.1,802.0,-6.11,,,,,,,,,,,2021-10-24 14:15:00,0 days 00:05:00,2021-10-24 14:30:00,-29.55,-5.895,13502.647471372737,283.0587884783745,326.25518691539764,2022.0,2022.0,138.00139045715332,-32.3417044887487,-5.95332662792763,9753.0,,9737.0,
4,1394,,7157.0,A20211025 A513-1 1105,10/25/2021,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-49.3,802.0,-7.77,,,,,,,,,,,2021-10-25 11:05:00,,7143.0,C20211025 C513-1 1115,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,634.0,-47.8,802.0,-7.73,,,,,,,,,,,2021-10-25 11:15:00,-1 days +23:55:00,2021-10-25 11:00:00,-48.55,-7.75,13564.694067899836,345.1053850054741,388.30178344249725,2022.0,2022.0,62.04659652709961,-35.341974828803046,-6.28590359909972,9747.0,,9733.0,
