,Unnamed: 0,5_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Tree Tag_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,5_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Tree Tag_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO,Unnamed: 0_angelo,Extraction Method_angelo,Unnamed: 0_conger,Extraction Method_conger
375,1436,,,,1/11/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-11 12:00:00,2056.0,2057.0,C 20170111 C340-1 1200 (20170117),12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-43.9,GB685,-7.49,"Box 10, Box 87",,,,,,,,,0.0,2017-01-11 12:00:00,0 days 00:00:00,2017-01-11 12:00:00,-43.9,-7.49,16110.466199999608,1690.6494000000002,1690.6494000000002,2017.0,2017.0,78.23199999999451,-44.57883694036074,-7.517208822071765,,,,
376,72,1870.0,1871.0,A20170111 A340-2 1150 (20170117),1/17/17,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-45.2,GB680,-7.59,"Box 9, Bag 69",,,,,,,,,0.0,2017-01-17 11:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-17 11:50:00,0 days 00:00:00,2017-01-17 11:50:00,-45.2,-7.59,16124.156799999606,1704.34,1704.34,2017.0,2017.0,13.690599999998083,-44.58382497541847,-7.517793346443854,,,,
377,76,1879.0,1880.0,A20170119 A341-1 0925,1/19/17,9:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-67.6,GB680,-9.88,"Box 9, Bag 70",,,,,,,,,0.0,2017-01-19 09:25:00,1886.0,1887.0,C20170119 C341-1 0935,9:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-61.0,GB680,-9.28,"Box 9, Bag 70",,,,,,,,,0.0,2017-01-19 09:35:00,-1 days +23:55:00,2017-01-19 09:20:00,-64.3,-9.58,16229.211199999598,1809.3944,1809.3944,2017.0,2017.0,105.0543999999918,-45.72820314912061,-7.637489194195797,,,,
378,87,2058.0,2059.0,A 20170121 A342-1 1415,1/21/17,14:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-55.9,GB685,-9.09,"Box 10, Box 88",,,,,,,,,0.0,2017-01-21 14:15:00,1869.0,1870.0,C 20170121 C342-1 1425,14:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-51.4,GB680,-8.67,"Box 9, Bag 69",,,,,,,,,0.0,2017-01-21 14:25:00,-1 days +23:55:00,2017-01-21 14:10:00,-53.65,-8.879999999999999,16335.662599999589,1915.8458000000005,1915.8458000000005,2017.0,2017.0,106.45139999999084,-46.16823881032267,-7.706507508383198,,,,
379,66,1861.0,1862.0,A 20170122 A343-1 1415,1/22/17,14:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-62.3,GB680,-9.8,"Box 9, Bag 68",,,,,,,,,0.0,2017-01-22 14:15:00,1857.0,1858.0,C 20170122 C343-2 1425,14:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-55.6,GB680,-9.05,"Box 9, Bag 68",,,,,,,,,0.0,2017-01-22 14:25:00,-1 days +23:55:00,2017-01-22 14:10:00,-58.95,-9.425,16371.984599999583,1952.1678,1952.1678,2017.0,2017.0,36.32199999999648,-46.405987981113626,-7.738472599799735,,,,
380,69,1866.0,1867.0,A 20170123 A344-1 1340,1/23/17,13:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-54.7,GB680,-9.91,"Box 9, Bag 69",,,,,,,,,0.0,2017-01-23 13:40:00,1872.0,1873.0,C20170123 C344-2 1350,13:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-58.5,GB680,-10.27,"Box 9, Bag 69",,,,,,,,,0.0,2017-01-23 13:50:00,-1 days +23:55:00,2017-01-23 13:35:00,-56.6,-10.09,16386.792799999574,1966.9760000000003,1966.9760000000003,2017.0,2017.0,14.808199999988574,-46.482710877591984,-7.756170832149994,,,,
381,65,1858.0,1859.0,A 20170202 A345-2 1500,2/2/17,15:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-43.6,GB680,-7.33,"Box 9, Bag 68",,,,,,,,,0.0,2017-02-02 15:00:00,1859.0,1860.0,C 20170202 C345-1 1510,15:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-36.0,GB680,-6.51,"Box 9, Bag 68",,,,,,,,,0.0,2017-02-02 15:10:00,-1 days +23:55:00,2017-02-02 14:55:00,-39.8,-6.92,16412.497599999562,1992.6808000000003,1992.6808000000003,2017.0,2017.0,25.70479999998861,-46.396530698066016,-7.745387580599984,,,,
382,74,1873.0,1874.0,A 20170203 A346-1 1310,2/3/17,13:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-41.9,GB680,-6.86,"Box 9, Bag 69",,,,,,,,,0.0,2017-02-03 13:10:00,1860.0,1861.0,C 20170203 C346-2 1305,13:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-39.4,GB680,-6.73,"Box 9, Bag 68",,,,,,,,,0.0,2017-02-03 13:05:00,0 days 00:02:30,2017-02-03 13:12:30,-40.65,-6.795,16475.92139999954,2056.1046,2056.1046,2017.0,2017.0,63.423799999978655,-46.21931802744239,-7.716079337046644,,,,
383,67,1862.0,1863.0,A 20170204 A347-1 1415,2/4/17,14:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-31.3,GB680,-5.39,"Box 9, Bag 68",,,,,,,,,0.0,2017-02-04 14:15:00,1874.0,1875.0,C 20170204 C-347-2 1425,14:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-30.5,GB680,-5.33,"Box 9, Bag 69",,,,,,,,,0.0,2017-02-04 14:25:00,-1 days +23:55:00,2017-02-04 14:10:00,-30.9,-5.359999999999999,16532.639599999493,2112.8228000000004,2112.8228000000004,2017.0,2017.0,56.71819999995205,-45.808183500794,-7.65284769962992,,,,
384,81,2043.0,2044.0,A 20170207 A348-1 1110,2/7/17,11:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-38.4,GB685,-6.1,"Box 10, Bag 86",,,,,,,,,0.0,2017-02-07 11:10:00,2044.0,2045.0,C 20170207 C348-1 1120,11:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-38.1,GB685,-5.99,"Box 10, Bag 86",,,,,,,,,0.0,2017-02-07 11:20:00,-1 days +23:55:00,2017-02-07 11:05:00,-38.25,-6.045,16715.646599999433,2295.8298000000004,2295.8298000000004,2017.0,2017.0,183.0069999999396,-45.20584621000205,-7.524712860445423,,,,
385,82,2046.0,2047.0,A 20170209 A349-1 1100,2/9/17,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-66.4,GB685,-9.51,"Box 10, Bag 86",,,,,,,,,0.0,2017-02-09 11:00:00,2047.0,2048.0,C 20170209 C349-1 1110,11:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-74.1,GB685,-10.51,"Box 10, Bag 86",,,,,,,,,0.0,2017-02-09 11:10:00,-1 days +23:55:00,2017-02-09 10:55:00,-70.25,-10.01,16841.65599999942,2421.8392000000003,2421.8392000000003,2017.0,2017.0,126.00939999998808,-46.50860438293045,-7.653993656286154,,,,
386,92,2064.0,2065.0,A 20170211 A350-1 1330,2/11/17,13:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-55.0,GB685,-8.08,"Box 10, Box 88",,,,,,,,,0.0,2017-02-11 13:30:00,2049.0,2050.0,C 20170211 C350-1 1340,13:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-52.1,GB685,-7.68,"Box 10, Box 87",,,,,,,,,0.0,2017-02-11 13:40:00,-1 days +23:55:00,2017-02-11 13:25:00,-53.55,-7.88,16875.463399999393,2455.6466000000005,2455.6466000000005,2017.0,2017.0,33.807399999972404,-46.6055226936647,-7.657104424980201,,,,
387,70,1868.0,1869.0,"A 20170219 A352-1,2 1310",2/17/17,13:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-77.4,GB680,-11.2,"Box 9, Bag 69",,,,,,,,,0.0,2017-02-17 13:10:00,2059.0,2060.0,C 20170217 C351-1 1325,13:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-48.0,GB685,-7.35,"Box 10, Box 88",,,,,,,,,0.0,2017-02-17 13:25:00,-1 days +23:52:30,2017-02-17 13:02:30,-62.7,-9.275,16985.267599999366,2565.4508000000005,2565.4508000000005,2017.0,2017.0,109.8041999999732,-47.29423453832814,-7.726337108014032,,,,
388,1435,,,,2/19/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-19 13:00:00,1865.0,1866.0,"C 20170219 C352-1,2 1300",13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-68.6,GB680,-10.37,"Box 9, Bag 68",,,,,,,,,0.0,2017-02-19 13:00:00,0 days 00:00:00,2017-02-19 13:00:00,-68.6,-10.37,17014.883999999314,2595.0672000000004,2595.0672000000004,2017.0,2017.0,29.616399999948044,-47.53733584499484,-7.756501614639442,,,,
389,68,1864.0,1865.0,A 20170221 A353-2 1120,2/21/17,11:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-43.1,GB680,-7.27,"Box 9, Bag 68",,,,,,,,,0.0,2017-02-21 11:20:00,1863.0,1864.0,C 20170221 C353-1 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-43.8,GB680,-7.45,"Box 9, Bag 68",,,,,,,,,0.0,2017-02-21 11:30:00,-1 days +23:55:00,2017-02-21 11:15:00,-43.45,-7.359999999999999,17130.834999999275,2711.0182000000004,2711.0182000000004,2017.0,2017.0,115.95099999996091,-47.362555383823015,-7.739546625450846,,,,
390,84,2050.0,2051.0,A 20170302 A354-1 1230,3/2/17,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD513,-46.2,GB685,-8.48,"Box 10, Box 87",,,,,,,,,0.0,2017-03-02 12:30:00,1877.0,1878.0,"C20170302 C354-1,2 1220",12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-39.3,GB680,-7.41,"Box 9, Bag 70",,,,,,,,,0.0,2017-03-02 12:20:00,0 days 00:05:00,2017-03-02 12:35:00,-42.75,-7.945,17152.34879999924,2732.532,2732.532,2017.0,2017.0,21.51379999996425,-47.326247188714255,-7.741163872418771,,,,
391,64,1856.0,1857.0,A 20170307 A355-2 1115,3/7/17,11:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-38.0,GB680,-7.45,"Box 9, Bag 68",,,,,,,,,0.0,2017-03-07 11:15:00,1867.0,1868.0,C 20170307 C355-2 1125,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD505,-30.2,GB680,-6.13,"Box 9, Bag 69",,,,,,,,,0.0,2017-03-07 11:25:00,-1 days +23:55:00,2017-03-07 11:10:00,-34.1,-6.79,17252.93279999919,2833.1160000000004,2833.1160000000004,2017.0,2017.0,100.58399999995164,-46.85676888187776,-7.707401400118371,,,,
392,108,2755.0,2756.0,A 20170403 A356-1 1345,4/3/17,13:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-38.4,GB705,-5.66,"Box 12, Bag 135",,,,,,,,,0.0,2017-04-03 13:45:00,2738.0,2739.0,C 20170403 C356-1 1355,13:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-15.6,GB705,-1.57,"Box 11, Bag 133",,,,,,,,,0.0,2017-04-03 13:55:00,-1 days +23:55:00,2017-04-03 13:40:00,-27.0,-3.615,17431.189999999067,3011.3732000000005,3011.3732000000005,2017.0,2017.0,178.25719999987632,-45.681572356216186,-7.465198051948218,,,,
393,100,2743.0,2744.0,A 20170407 A357-1 1035,4/7/17,10:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-58.7,GB705,-7.97,"Box 12, Bag 134",,,,,,,,,0.0,2017-04-07 10:35:00,2764.0,2765.0,C 20170407 C357-1 1045,10:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-54.6,GB705,-7.82,"Box 12, Bag 135",,,,,,,,,0.0,2017-04-07 10:45:00,-1 days +23:55:00,2017-04-07 10:30:00,-56.650000000000006,-7.895,17470.86479999905,3051.048,3051.048,2017.0,2017.0,39.6747999999825,-45.824175975097056,-7.470786028200126,,,,
394,113,2762.0,2763.0,A 20170408 A358-1 1150,4/8/17,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-57.2,GB705,-8.81,"Box 12, Bag 135",,,,,,,,,0.0,2017-04-08 11:50:00,2759.0,2760.0,C 20170408 C358-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-48.6,GB705,-8.15,"Box 12, Bag 135",,,,,,,,,0.0,2017-04-08 12:00:00,-1 days +23:55:00,2017-04-08 11:45:00,-52.900000000000006,-8.48,17503.833999999028,3084.0172,3084.0172,2017.0,2017.0,32.96919999997772,-45.89980525362407,-7.481572916666823,,,,
395,103,2748.0,2749.0,A 20170412 A359-1 1110,4/12/17,11:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-35.1,GB705,-5.87,"Box 12, Bag 134",,,,,,,,,0.0,2017-04-12 11:10:00,2724.0,2725.0,C 20170412 C359-1 1120,11:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-32.6,GB705,-5.56,"Box 11, Bag 132",,,,,,,,,0.0,2017-04-12 11:20:00,-1 days +23:55:00,2017-04-12 11:05:00,-33.85,-5.715,17535.126799998998,3115.3100000000004,3115.3100000000004,2017.0,2017.0,31.29279999997016,-45.77878855810712,-7.463831151363151,,,,
396,110,2756.0,2757.0,A 20170511 A360-1 1530,5/11/17,15:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-30.8,GB705,-5.06,"Box 12, Bag 135",,,,,,,,,0.0,2017-05-11 15:30:00,2758.0,2759.0,C 20170511 C360-1 1520,15:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-29.1,GB705,-4.95,"Box 12, Bag 135",,,,,,,,,0.0,2017-05-11 15:20:00,0 days 00:05:00,2017-05-11 15:35:00,-29.950000000000003,-5.005,17671.47399999889,3251.657200000001,3251.657200000001,2017.0,2017.0,136.34719999989102,-45.11517611683976,-7.360746134020836,,,,
397,1437,,,,9/20/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-20 12:40:00,2723.0,2724.0,C 20170920 C361-3 1240,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-34.5,GB705,-4.44,"Box 11, Bag 132",,,,,,,,,0.0,2017-09-20 12:40:00,0 days 00:00:00,2017-09-20 12:40:00,-34.5,-4.44,17710.310599998837,3290.4938,10.3378,2017.0,2018.0,38.83659999994779,-44.98991000934005,-7.326279395534677,,,,
398,96,2729.0,2730.0,A 20171023 A362-2 1150,10/23/17,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-34.7,GB705,-5.95,"Box 11, Bag 133",,,,,,,,,0.0,2017-10-23 11:50:00,2734.0,2735.0,C 20171023 A362-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-36.4,GB705,-5.99,"Box 11, Bag 133",,,,,,,,,0.0,2017-10-23 12:00:00,-1 days +23:55:00,2017-10-23 11:45:00,-35.55,-5.970000000000001,17755.8527999988,45.54220000000001,55.88000000000001,2018.0,2018.0,45.542199999963486,-35.55,-5.970000000000001,,,,
399,98,2732.0,2733.0,A 20171107 A363-1 1340,11/7/17,13:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-20.7,GB705,-4.06,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-07 13:40:00,2754.0,2755.0,C 20171107 C363-1 1350,13:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-16.4,GB705,-3.51,"Box 12, Bag 135",,,,,,,,,0.0,2017-11-07 13:50:00,-1 days +23:55:00,2017-11-07 13:35:00,-18.55,-3.785,17762.278999998787,51.96840000000001,62.30620000000001,2018.0,2018.0,6.426199999987148,-33.44784946236779,-5.699811827957274,,,,
400,94,2726.0,2727.0,A 20171109 A364-2 0945,11/9/17,9:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-36.7,GB705,-5.97,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-09 09:45:00,2736.0,2737.0,C 20171109 C364-1 0955,9:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-36.0,GB705,-5.69,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-09 09:55:00,-1 days +23:55:00,2017-11-09 09:40:00,-36.35,-5.83,17763.117199998786,52.8066,63.144400000000005,2018.0,2018.0,0.8381999999983236,-33.493915343917465,-5.7018783068785845,,,,
401,111,2757.0,2758.0,A 20171110 A365-2 1230,11/10/17,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-33.6,GB705,-5.99,"Box 12, Bag 135",,,,,,,,,0.0,2017-11-10 12:30:00,2733.0,2734.0,C 20171110 C365-2 1240,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-32.2,GB705,-5.41,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-10 12:40:00,-1 days +23:55:00,2017-11-10 12:25:00,-32.900000000000006,-5.7,17765.63179999878,55.321200000000005,65.659,2018.0,2018.0,2.514599999994971,-33.46691919192124,-5.701792929293195,,,,
402,99,2737.0,2738.0,A 20171113 A366-1 1020,11/13/17,10:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-31.9,GB705,-5.13,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-13 10:20:00,2735.0,2736.0,C 20171113 C366-1 1030,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-29.2,GB705,-4.96,"Box 11, Bag 133",,,,,,,,,0.0,2017-11-13 10:30:00,-1 days +23:55:00,2017-11-13 10:15:00,-30.55,-5.045,17767.866999998776,57.55640000000001,67.89420000000001,2018.0,2018.0,2.2351999999955297,-33.353640776701106,-5.67628640776727,,,,
403,104,2749.0,2750.0,A 20171116 A367-2 1555,11/16/17,15:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-55.0,GB705,-8.17,"Box 12, Bag 135",,,,,,,,,0.0,2017-11-16 15:55:00,2742.0,2743.0,C 20171116 A367-2 1605,16:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-49.5,GB705,-7.19,"Box 12, Bag 134",,,,,,,,,0.0,2017-11-16 16:05:00,-1 days +23:55:00,2017-11-16 15:50:00,-52.25,-7.68,17769.822799998772,59.51220000000001,69.85000000000001,2018.0,2018.0,1.9557999999960884,-33.97464788732538,-5.742136150234951,,,,
404,95,2728.0,2729.0,A 20171119 A368-1 1620,11/19/17,16:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-28.1,GB705,-5.98,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-19 16:20:00,2725.0,2726.0,C 20171119 C368-1 1630,16:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-18.9,GB705,-5.09,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-19 16:30:00,-1 days +23:55:00,2017-11-19 16:15:00,-23.5,-5.535,17771.21979999877,60.909200000000006,71.24700000000001,2018.0,2018.0,1.396999999997206,-33.7344036697264,-5.737385321101127,,,,
405,93,2721.0,2722.0,A 20171120 A369-1 1415,11/20/17,14:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-46.8,GB705,-6.48,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-20 14:15:00,2722.0,2723.0,C 20171120 C369-2 1425,14:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-47.5,GB705,-6.24,"Box 11, Bag 132",,,,,,,,,0.0,2017-11-20 14:25:00,-1 days +23:55:00,2017-11-20 14:10:00,-47.15,-6.36,17771.49919999877,61.18860000000001,71.52640000000001,2018.0,2018.0,0.2793999999994412,-33.79566210045819,-5.740228310502489,,,,
406,112,2761.0,2762.0,A 20171201 A370-2 1450,12/1/17,14:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-43.0,GB705,-6.19,"Box 12, Bag 135",,,,,,,,,0.0,2017-12-01 14:50:00,2727.0,2728.0,C 20171201 C370-2 1500,15:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-40.1,GB705,-5.98,"Box 11, Bag 132",,,,,,,,,0.0,2017-12-01 15:00:00,-1 days +23:55:00,2017-12-01 14:45:00,-41.55,-6.085000000000001,17773.734399998764,63.42380000000001,73.76160000000002,2018.0,2018.0,2.2351999999955297,-34.06894273127881,-5.752378854625738,,,,
407,101,2744.0,2745.0,A 20171205 A371-1 1130,12/5/17,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-49.0,GB705,-7.74,"Box 12, Bag 134",,,,,,,,,0.0,2017-12-05 11:30:00,2740.0,2741.0,C 20171205 C371-2 1140,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-42.5,GB705,-6.42,"Box 12, Bag 134",,,,,,,,,0.0,2017-12-05 11:40:00,-1 days +23:55:00,2017-12-05 11:25:00,-45.75,-7.08,17777.925399998756,67.6148,77.9526,2018.0,2018.0,4.190999999991618,-34.792975206612184,-5.834669421487713,,,,
408,114,2763.0,2764.0,A 20171223 A372-2 1030,12/23/17,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-35.6,GB705,-5.77,"Box 12, Bag 135",,,,,,,,,0.0,2017-12-23 10:30:00,2753.0,2754.0,C 20171223 C372-1 1040,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,HD533,-37.2,GB705,-6.04,"Box 12, Bag 135",,,,,,,,,0.0,2017-12-23 10:40:00,-1 days +23:55:00,2017-12-23 10:25:00,-36.400000000000006,-5.904999999999999,17814.80619999873,104.4956,114.8334,2018.0,2018.0,36.88079999997353,-35.36016042780806,-5.859491978609704,,,,
